Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,,,,
J,"Folpp, Heath R.; Schilling, Hayden T.; Clark, Graeme F.; Lowry, Michael B.; Maslen, Ben; Gregson, Marcus; Suthers, Iain M.",,,,"Schilling, Hayden/K-1659-2019; Suthers, Iain/C-4559-2008; Clark, Graeme/M-6448-2017","Schilling, Hayden/0000-0002-7291-347X; Suthers, Iain/0000-0002-9340-7461; Clark, Graeme/0000-0002-0230-6631; Lowry, Michael/0000-0003-4956-6534",,,,,Artificial reefs increase fish abundance in habitat-limited estuaries,,,,,,,,JOURNAL OF APPLIED ECOLOGY,,,,57,9,,,1752,1761,,,,10.1111/1365-2664.13666,,,,,JUN 2020,,Article; Early Access,,2020,"Human activities have reduced the carrying capacity of many estuarine systems by degrading and removing habitat. Artificial reefs may increase estuarine rocky-reef habitat, but our understanding of their ecological impact is limited. In particular, the question of whether fish on artificial structures are produced by the habitat or attracted from nearby natural rocky-reefs is of concern. We used baited remote underwater video at artificial reef sites and nearby natural reef sites to investigate the influence of artificial reefs on fish abundance in estuaries with low amounts of natural rocky-reef. We measured total fish abundance and the abundance of three species of fisheries importance (all in the family Sparidae) before artificial reef deployment (Reefballs(R)), 1 year after and 2 years after. This design was replicated in three widely separate estuaries over 4 years. During the 2 years post-deployment, abundance of Sparidae fish increased on both artificial and natural rocky-reefs, even when artificial reefs were deployed in different years and seasons. Total fish abundance increased at artificial reef sites with no evidence of change at natural rocky-reef sites. Our findings provide evidence that the fish seen on artificial reefs were not attracted from the nearby rocky-reefs and were likely 'produced' by the addition of artificial reefs in these estuaries. Artificial reefs can increase the carrying capacity in these estuaries by providing refuge that would otherwise be unavailable. Synthesis and applications. The increased fish abundance in three estuaries at both artificial reef and natural reef locations shows that purpose-built artificial reefs can be used in conjunction with restoration/protection of existing natural habitat, to increase estuarine carrying capacity and fish abundance. This may be for fisheries enhancement or estuarine restoration.",,,,,,,,,47,1,0,0,30,0,51,,,0021-8901,1365-2664,,,,,,,,,,"NSW Dept Primary Ind North Coast Fisheries, Recreat & Indigenous Fishing Div, Coffs Harbour Jetty, NSW, AustraliaUniv New South Wales, Sch Biol Earth & Environm Sci, Ctr Marine Sci & Innovat, Sydney, NSW, AustraliaSydney Inst Marine Sci, Mosman, NSW, AustraliaPort Stephens Fisheries Inst, NSW Dept Primary Ind & Energy, Fisheries Res, Nelson Bay, NSW, AustraliaUniv New South Wales, Mark Wainwright Analyt Ctr, Stats Cent, Sydney, NSW, AustraliaSpot X Underwater Vis, Taren Point, NSW, Australia",NSW Dept Primary Ind North Coast FisheriesSpot X Underwater Vis,,,2020-07-03,WOS:000541367200001,,,,,
J,"Callier, Myriam D.; Lefebvre, Sebastien; Dunagan, Mary K.; Bataille, Marie-Paule; Coughlan, Jennifer; Crowe, Tasman P.",,,,"Lefebvre, Sébastien/G-8562-2011","Lefebvre, Sébastien/0000-0002-7152-5897; CALLIER, Myriam/0000-0002-2778-5720",,,,,Shift in benthic assemblages and organisms' diet at salmon farms: community structure and stable isotope analyses,,,,,,,,MARINE ECOLOGY PROGRESS SERIES,,,,483,,,,153,167,,,,10.3354/meps10251,,,,,,,Article,2013,2013,"The extent of the influence of salmon farming on the environment and on the uptake of particulate and dissolved effluents by benthic organisms was assessed using community structure and stable isotope analyses. Sediment cores were collected in 2 directions: perpendicular and parallel to the main residual current, 0, 25 and 200 m from 2 salmon farms (Millstone and Cranford) located in Mulroy Bay, Ireland. In addition, artificial substrates were placed for 2 mo at 1 m depth 0, 25 and 200 m from one farm to trace the uptake of farm-related nutrients by fouling organisms. The extent of measurable change in benthic communities (abundance, diversity, structure, trophic composition) depended on residual current direction. Intraspecific variation in isotopic values in benthic invertebrates was mostly explained by distance from cages. Organisms collected at impacted sites exhibited a shift in isotopic composition towards that of farm wastes. A shift in delta C-13 was observed in several invertebrates, including the polychaetes Malacoceros fuliginosus and Nephtys hombergii, Nematoda and the anemone Anthopleura balii. Fouling communities collected on artificial structures, mainly composed of the tunicate Ascidiella aspersa, showed higher delta N-15 values at fish cage sites compared to sites 200 m away. The study demonstrated that fish effluents were assimilated and became food sources for several organisms.",,,,,,,,,23,0,0,0,20,1,25,,,0171-8630,1616-1599,,,,,,,,,,"IFREMER, Dept Ressources Biol & Environm, Unite Biol Organismes Marins Exploites, ECOSYM,UMR 5119,Stn Palavas, F-34250 Palavas Les Flots, FranceUniv Coll Dublin, Sch Biol & Environm Sci, Dublin 4, IrelandUniv Lille 1 Sci & Technol, LOG, UMR CNRS 8187, Stn Marine Wimereux, F-62930 Wimereux, FranceUniv Caen, Inst Biol Fondamentale & Appl, EVA, INRA,UMR 950, F-14032 Caen, France",,,,2013-07-03,WOS:000319680700011,,,,,
C,"van de Sandt, R.; Brakelmann, H.; Erlich, I.",,,IEEE,,,,,,,Analysis of bipolar-6-phase-transmission system with option of 4-phase-operation for large scale wind farms,,,,,,,,"2008 IEEE 2ND INTERNATIONAL POWER AND ENERGY CONFERENCE: PECON, VOLS 1-3",,,,,,,,127,+,,,,10.1109/PECON.2008.4762456,,,,,,,Proceedings Paper,2008,2008,"This Paper presents the power system behavior of a bipolar 6-phase system. It is designed for connecting large scale offshore wind farms (OWFs) to the onshore grid. The 6-phase bipolar system fulfills the strict German environmental requirements concerning the surrounding magnetic field on high voltage transmission links through the North Sea. Further befit results from the option of switching the six phase system following cable faults to a symmetrical four phase system. It offers a continuous transmission capacity of 67% of the design value if only one string is affected. Unbalanced interim states are, as shown in the paper, acceptable for the connected wind farm as well as the high voltage grid for a limited time duration.",,,,,2nd International Power and Energy Conference (PECon 2008)2nd International Power and Energy Conference (PECon 2008),"DEC 01-03, 2008DEC 01-03, 2008",IEEEIEEE,"Johor Bahru, MALAYSIAJohor Bahru, MALAYSIA",0,0,0,0,0,0,0,,,,,978-1-4244-2404-7,,,,,,,,,"Univ Duisburg Essen, IW EAN, Duisburg, GermanyUniv Duisburg Essen, IW ETS, Duisburg, Germany",,,,2008-01-01,WOS:000266547200025,,,,,
R,"Leclerc, Jean-Charles; Viard, Frederique; Gonzalez Sepulveda, Elizabeth; Diaz, Christian; Neira Hinojosa, Jose; Perez Araneda, Karla; Silva, Francisco; Brante, Antonio",,,,,,,,,,Habitat type drives the distribution of non-indigenous species in fouling communities regardless of associated maritime traffic,,,,,,,,Dryad,,,,,,,,,,,,,https://doi.org/10.5061/DRYAD.8GTHT76JG,,,,,,,Data set,2024-01-16,2019,"Aim: Biological invasions and changes in land and sea use are amongst the five major causes of global biodiversity decline. Shipping and ocean sprawl (multiplication of artificial structures at the expense of natural habitats) are considered as the major forces responsible for marine invasions and biotic homogenization. And yet, there is little evidence of their interplay at multiple spatial scales. Here, we aimed to examine this interaction and the extent to which the type of artificial habitat alters the distribution of native and non-indigenous biodiversity. Location: Southeast Pacific - Central Chilean coastline Methods: Settlement plates were deployed upon two types of artificial habitats (floating or non-floating hard substrates) at a total of ten study sites, either exposed to international or local traffic. After colonization periods of three and thirteen months, plates were retrieved to determine their associated fouling sessile assemblages at an early and late stage of development, respectively. Putative confounding factors (temperature, metal concentrations) were taken into account. Results: While traffic type had no detectable effect, there were strong differences in community structure between habitats, consistent across the study region. These differences were driven by non-indigenous species which contributed to 58 and 40% of the community structure in floating habitats after three and thirteen months, respectively - roughly 10 times greater than in their non-floating counterparts. Assemblages on floating structures also displayed a lower decline in similarity with increasing distance between sampling units, being thus more homogenous than non-floating habitats at the regional scale. Main conclusions: With the absence of international traffic effect, the colonization success by non-indigenous species appears to be mainly habitat-dependent and driven by local propagules. Floating structures not only provide specific niches but characteristics shared with major introduction and dispersal vectors (notably hulls), and in turn constitute important corridors to invasions and drivers of biotic homogenization at multiple scales. cf. Methods section The data file (.xls) is composed of 4 sheets: 1_DataSet (species x sample): Abundance (cover, %) matrix of each species across samples. 2_Species indicators: Status/Type (Abiotic, Unassigned, Native, Cryptogenic, Non-Indigenous Species) and main trophic group considered for each species. 3_Sample factors: Site and experimental factors (Habitat, Traffic, Age, Experimental Unit, Replicate, nested within site) corresponding to each sample. 4_Site description: Full name, coordinate and description of each study site (traffic, substratum etc.). Copyright: CC0 1.0 Universal (CC0 1.0) Public Domain Dedication",,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,"Catholic University of the Most Holy Conception, ChileRoscoff Marine Station, FranceCatholic University of the Most Holy Conception, Chile",Catholic University of the Most Holy ConceptionRoscoff Marine StationCatholic University of the Most Holy Conception,,,2020-08-17,DRCI:DATA2020154019673128,,,,,
J,"Hammad, Dabo Baba; Shafiq, Nasir; Nuruddin, Muhd Fadhil",,,,"Hammad, Dabo/F-8282-2015; Shafiq, Nasir/H-4144-2018; Hammad, Dabo Baba/AAD-6918-2020","Hammad, Dabo/0000-0002-0509-7273; Shafiq, Nasir/0000-0002-9496-5430;",,,,,Vectors of Defects in Reinforced Concrete Structures in Onshore Oil and Gas Process Plants,,,,,,,,ADVANCES IN CIVIL ENGINEERING,,,,2018,,,,,,3953972,,,10.1155/2018/3953972,,,,,,,Article,2018,2018,"There is a global outcry over the speedy deterioration of structures in oil and gas facilities. While marine environment is considered the leading factor in the deterioration of offshore structures, there is no single factor considered as the main cause of the problem in onshore structures.) erefore, the aim of this paper is to present the result of global survey on the major factors causing the deterioration of concrete structures in onshore oil and gas facilities. To realize the objectives of the paper, an e-questionnaire was administered through two International LinkedIn groups with a membership mainly dominated by experts in onshore oil and gas facilities. 159 respondents completed the questionnaires, and the reliability of the responses was calculated to be 0.950 which is considered excellent. Relative importance index was used in ranking the factors, and it was observed that environmental factors ranked as the dominant factors causing the deterioration of concrete structures in onshore process plants. Another important finding in the study is the role that experience plays on the perception of experts on the causes of defects on concrete structures.",,,,,,,,,2,0,0,0,0,0,2,,,1687-8086,1687-8094,,,,,,,,,,"Univ Teknol PETRONAS, Dept Civil & Environm Engn, Seri Iskandar 32610, Perak Darul Rid, Malaysia",,,,2018-04-19,WOS:000428882100001,,,,,
J,"de Moraes Rego Guimaraes, Lucas Noura",,,,,,,,,,OFFSHORE WIND FARMS IN THE ENVIRONMENTAL LAW OF THE SEAS,,,,,,,,VEREDAS DO DIREITO,,,,16,34,,,153,176,,,,10.18623/rvd.v16i34.1214,,,,,,,Article,JAN-APR 2019,2019,"This article aims to inaugurate the discussion surrounding the Brazilian environmental regulation of the offshore wind farms. Although it is a renewable source of energy with a growing prominence in the international scenario, from the environmental point of view it is still uncertain which are the dimensions of the impacts on marine wildlife caused by the installation and operation of an offshore wind farm. While UNCLOS dedicated one whole chapter to the protection and preservation of the marine environment, international experiences show that certain instruments are paramount to sustainable resource exploitation, such as EIA, exclusion zones and environmental planning. The Brazilian legislation contains some legal mechanisms with immediate use to offshore wind farms, as well as envisages the exploitation of maritime wind in planning instruments.",,,,,,,,,1,0,0,0,0,0,1,,,1806-3845,2179-8699,,,,,,,,,,"CNPq, Brasilia, DF, BrazilIBDE, Sao Paulo, BrazilSBPE, Rio De Janeiro, RJ, BrazilCigre Brasil, Rio De Janeiro, Brazil",CNPqIBDESBPECigre Brasil,,,2019-06-18,WOS:000470005500007,,,,,
J,"Cacabelos, Eva; Thompson, Richard C.; Prestes, Afonso C. L.; Azevedo, Jose Manuel N.; Neto, Ana I.; Martins, Gustavo M.",,,,"Prestes, Afonso/AAM-1518-2020; Azevedo, José Manuel Neto/C-1504-2010; de Melo Azevedo Neto, Ana Isabel/C-1505-2010; Thompson, Richard C/J-8879-2014; Martins, Gustavo M./A-8857-2008; Cacabelos, Eva/F-6837-2015","Prestes, Afonso/0000-0003-4329-251X; Azevedo, José Manuel Neto/0000-0003-2573-1371; de Melo Azevedo Neto, Ana Isabel/0000-0003-0708-5636; Martins, Gustavo M./0000-0001-5051-2221; Cacabelos, Eva/0000-0002-8543-6510; Thompson, Richard/0000-0003-2262-6621",,,,,Patchiness in habitat distribution can enhance biological diversity of coastal engineering structures,,,,,,,,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,,,,29,1,,,127,135,,,,10.1002/aqc.2972,,,,,,,Article,JAN 2019,2019,"Urbanization of coastal habitats is increasing worldwide. However, most man-made structures are poor surrogates for the habitats they replace and can strongly impact the diversity and functioning of coastal habitats. The value of coastal engineering can be enhanced by the provision of microhabitats that facilitate colonization by marine life. One step forward is moved in this research by combining species coexistence theory, resource patchiness and applied ecology in order to find ways that maximize the biological diversity of coastal defence structures. Featureless areas of a seawall were modified by the addition of microhabitats (resource) that were distributed in different configurations of patchiness. Gastropod diversity peaked at intermediate levels of microhabitat patchiness. This appeared to be driven by different patterns of resource use among species. Gastropods dispersed longer distances on unmodified seawalls than on natural rocky shores, but when microhabitats were added the dispersal decreased. The ability to find microhabitats differed among species. Our results confirm that patchiness in microhabitat distribution affects biodiversity. The extent of microhabitat patchiness could potentially be tailored by coastal engineers to meet specific conservation priorities: increasing diversity versus increasing number of individuals.",,,,,,,,,3,0,0,0,3,0,3,,,1052-7613,1099-0755,,,,,,,,,,"MARE Marine & Environm Sci Ctr, Canical, Madeira, PortugalAzorean Biodivers Grp, CE3c GBA Ctr Ecol Evolut & Environm Changes, Ponta Delgada, Azores, PortugalUniv Acores, Dept Biol, Fac Ciencias & Tecnol, Ponta Delgada, Azores, PortugalPlymouth Univ, Marine Biol & Ecol Res Ctr, Plymouth, Devon, England",MARE Marine & Environm Sci CtrAzorean Biodivers Grp,,,2019-01-01,WOS:000456804200011,,,,,
J,"Gilles, Anita; Scheidat, Meike; Siebert, Ursula",,,,"Gilles, Anita/AAN-9607-2021","Gilles, Anita/0000-0001-7234-8645; Scheidat, Meike/0000-0001-9702-6490",,,,,Seasonal distribution of harbour porpoises and possible interference of offshore wind farms in the German North Sea,,,,,,,,MARINE ECOLOGY PROGRESS SERIES,,,,383,,,,295,307,,,,10.3354/meps08020,,,,,,,Article,2009,2009,"The seasonal distribution of harbour porpoises in the German North Sea was investigated, hot spot areas were identified and the proportion of porpoises potentially affected by the imminent construction of offshore wind farms was estimated. Data were collected during dedicated aerial surveys conducted year-round between 2002 and 2006 following line transect methodology. Survey effort amounted to 44 739 km during which a total of 5121 harbour porpoises was detected, including 258 calves. Our data suggest that porpoises move to distinct areas on a seasonal basis as their biological requirements change. They move into German waters in early spring, reach high numbers in early summer and move out of the area in autumn. The abundance estimates for the German exclusive economic zone and 12 n mile zone were highest in spring (55 048 animals; 95% CI: 32 395 to 101 671) and summer (49 687 animals; 95% CI: 29 009 to 96 385) and lowest in autumn with 15394 animals (95% CI: 8906 to 29 470). Important aggregation zones were detected in offshore waters: in spring, 2 hot spots, Borkum Reef Ground and Sylt Outer Reef (SOR), were identified as key foraging areas. In summer, only the large hot spot SOR persisted, causing a strong north-south density gradient. In autumn, porpoises were more evenly distributed. Most mother-calf pairs were observed during spring and summer in the SOR, underlining its importance as a foraging area when reproductive costs are high. Spatial overlap exists between important areas for porpoises and areas where offshore wind farms are currently licensed or planned. The proportion of the national stock possibly exposed to the construction noise of 18 licensed wind farms was estimated applying different scenarios. Within a 20 km zone of responsiveness-as worst case scenario-39% of the harbour porpoise stock in the German EEZ could be affected during construction.",,,,,,,,,63,0,0,0,58,0,70,,,0171-8630,1616-1599,,,,,,,,,,"Univ Kiel, Res & Technol Ctr W, D-25761 Busum, GermanyWageningen IMARES, Inst Marine Resources & Ecosyst Studies, NL-1790 AD Den Burg, Netherlands",,,,2009-01-01,WOS:000266756800024,,,,,
J,"Gomes, Marcelo Paes; Novelli, Ronaldo; Zalmon, Ilana Rosental",,,,,,,,,,"Attraction of Chloroscombrus crysurus (Linnaeus, 1766) (Teleostei: Carangidae) by artificial reef on the northern coast of Rio de Janeiro State, Brazil",,,,,,,,Acta Biologica Leopoldensia,,,,26,2,,,299,305,,,,,,,,,,,Article,JUL-DEC04,2004,,,,,,,,,,2,0,0,0,1,1,2,,,0101-5354,,,,,,,,,,,"Univ Estadual Norte Fluminense, Ctr Biociencias and Biotecnol, Lab Ciencias Ambientals, Av Alberto Lamego 2000,Campos Goytacazes, BR-28013600 Rio De Janeiro, RJ, Brazil",,,,2004-07-04,BCI:BCI200510009232,,,,,
J,"Pearre, Nathaniel S.; Puleo, Jack A.",,,,,"Pearre, Nathaniel/0000-0001-9345-8747",,,,,"Quantifying Seasonal Shoreline Variability at Rehoboth Beach, Delaware, Using Automated Imaging Techniques",,,,,,,,JOURNAL OF COASTAL RESEARCH,,,,25,4,,,900,914,,,,10.2112/08-1029.1,,,,,,,Article,JUL 2009,2009,"We describe a seven-camera video system deployed at Rehoboth Beach on the Atlantic coast of Delaware that was used to monitor and quantify the evolution of a nourished beach. Shorelines along 6 km of beach were automatically identified using pixel-intensity gradients from time-exposure and variance imagery. Correlations between automatically identified and user-defined shorelines from images with various wave and atmospheric conditions exceed r(2) values of 0.92. Small variations in camera azimuth and tilt were found to significantly affect apparent shoreline locations and were automatically corrected through image-correlation procedures. Hourly shoreline data were tidally and seasonally averaged to quantify seasonal morphodynamic variability. Over a summer-winter-summer monitoring period, the shoreline exhibited erosional and accretional variations of similar to 10 m dependent in the alongshore direction on permanent man-made structures and subject to seasonally characteristic littoral transport variations. A comparison of mean seasonal shoreline locations revealed a mean erosion value of similar to 0.8 m between the summer of 2006 and the summer of 2007; this erosion rate is consistent with previous studies of this area. The temporal history of the planform area, obtained from shoreline position, showed weak correlation with volumetric measurements and thus could not be used as a proxy for volumetric change at this site.",,,,,,,,,36,1,0,0,7,0,41,,,0749-0208,1551-5036,,,,,,,,,,"Univ Delaware, Ctr Appl Coastal Res, Newark, DE 19716 USA",,,,2009-07-01,WOS:000267906700008,,,,,
J,"Marins, Y.O.; Oliveira, P.G., V; Ribas, C.A.",,,,,,,,,,"TROPHIC STRUCTURE AND ECOLOGICAL RELATIONS IN FISH FAUNA ASSOCIATED TO THE ARTIFICIAL REEF GONCALO COELHO, SERRAMBI - PE.",,,,"ESTRUTURA TROFICA E RELACOES ECOLOGICAS NA ICTIOFAUNA ASSOCIADA AO NAUFRAGIO GONCALO COELHO, SERRAMBI - PE.",,,,Brazilian Journal of Aquatic Science and Technology,,,,19,2,,,10,22,,,,,,,,,,,Article,2015,2015,"Artificial structures are installed in aquatic environments with many objectives, like reversing the impacts of the human activities on natural reef environments and increasing productivity of marine organisms. It is expected that these constructs have the capacity to become similar or even perform the same functions of the natural reef environments. This ability directly affects the behavior, the ecological relationships and distribution of associated species. The present study aimed to observe and describe the feeding habits and the ecological relationships performed between species identified. The occurrence of planktivorous species was the predominant. This factor may be linked to the fact that the sinking function as a barrier to the currents provides the resuspension of nutrients in contact with the substrate. Significant ecological relationships linked to the power were also observed, mainly cleaning, that is a relationship of fundamental importance to keeping the health of the species that were found. Other important relations as follower behavior, formation of mixed shoal, predation and oophagy were also observed.",,,,,,,,,0,0,0,0,0,0,0,,,1808-7035; 1983-9057,,,,,,,,,,,"Univ Fed Rural Pernambuco, Programa Posgrad Recursos Pesqueiros, Recife, PE, Brazil",,,,2016-10-27,ZOOREC:ZOOR15211071134,,,,,
